Orthogroup	Species	protein	Orthologs
OG0001163	protein_2	WP_014623401.1	WP_206158729.1
OG0001163	protein_3	WP_014623401.1	WP_154803584.1
OG0001164	protein_2	WP_014623402.1	WP_111678461.1
OG0001164	protein_3	WP_014623402.1	WP_154803583.1
OG0001165	protein_3	WP_014623405.1	WP_154803580.1
OG0001165	protein_2	WP_014623405.1	WP_111678467.1
OG0001166	protein_2	WP_014623406.1	WP_043052335.1
OG0001166	protein_3	WP_014623406.1	WP_154803579.1
OG0001167	protein_2	WP_014623408.1	WP_014623408.1
OG0001167	protein_3	WP_014623408.1	WP_014623408.1
OG0001168	protein_2	WP_014623410.1	WP_111678471.1
OG0001168	protein_3	WP_014623410.1	WP_041790323.1
OG0001169	protein_2	WP_014623419.1	WP_111678489.1
OG0001169	protein_3	WP_014623419.1	WP_154803575.1
OG0001170	protein_2	WP_014623420.1	WP_021321103.1
OG0001170	protein_3	WP_014623420.1	WP_043041072.1
OG0001171	protein_2	WP_014623421.1	WP_111678491.1
OG0001171	protein_3	WP_014623421.1	WP_154803574.1
OG0001172	protein_2	WP_014623422.1	WP_111678493.1
OG0001172	protein_3	WP_014623422.1	WP_042671253.1
OG0001173	protein_2	WP_014623423.1	WP_111678497.1
OG0001173	protein_3	WP_014623423.1	WP_154803573.1
OG0001174	protein_3	WP_014623424.1	WP_154804373.1
OG0001174	protein_2	WP_014623424.1	WP_111678500.1
OG0001175	protein_3	WP_014623425.1	WP_154803561.1
OG0001175	protein_2	WP_014623425.1	WP_111678502.1
OG0001176	protein_2	WP_014623426.1	WP_111678860.1
OG0001176	protein_3	WP_014623426.1	WP_154803560.1
OG0001177	protein_2	WP_014623427.1	WP_111678504.1
OG0001177	protein_3	WP_014623427.1	WP_111690395.1
OG0001178	protein_3	WP_014623428.1	WP_043041081.1
OG0001178	protein_2	WP_014623428.1	WP_111678506.1
OG0001179	protein_3	WP_014623430.1	WP_154803559.1
OG0001179	protein_2	WP_014623430.1	WP_111678510.1
OG0001180	protein_3	WP_014623431.1	WP_037579913.1
OG0001180	protein_2	WP_014623431.1	WP_111678512.1
OG0001181	protein_2	WP_014623434.1	WP_012680068.1
OG0001181	protein_3	WP_014623434.1	WP_154803557.1
OG0001182	protein_2	WP_014623437.1	WP_111678519.1
OG0001182	protein_3	WP_014623437.1	WP_154803555.1
OG0001183	protein_3	WP_014623438.1	WP_111678521.1
OG0001183	protein_2	WP_014623438.1	WP_111678521.1
OG0001184	protein_3	WP_014623439.1	WP_012516257.1
OG0001184	protein_2	WP_014623439.1	WP_111678525.1
OG0001185	protein_3	WP_014623443.1	WP_014623443.1
OG0001185	protein_2	WP_014623443.1	WP_043030134.1
OG0001186	protein_2	WP_014623444.1	WP_111678529.1
OG0001186	protein_3	WP_014623444.1	WP_154803553.1
OG0001187	protein_2	WP_014623445.1	WP_012677405.1
OG0001187	protein_3	WP_014623445.1	WP_012677405.1
OG0001188	protein_2	WP_014623447.1	WP_111678533.1
OG0001188	protein_3	WP_014623447.1	WP_111710802.1
OG0001189	protein_3	WP_014623448.1	WP_154803551.1
OG0001189	protein_2	WP_014623448.1	WP_111678535.1
OG0001190	protein_3	WP_014623449.1	WP_014623449.1
OG0001190	protein_2	WP_014623449.1	WP_111678537.1
OG0001191	protein_2	WP_014623451.1	WP_206158733.1
OG0001191	protein_3	WP_014623451.1	WP_043030141.1
OG0001192	protein_3	WP_014623452.1	WP_154803550.1
OG0001192	protein_2	WP_014623452.1	WP_111678862.1
OG0001193	protein_2	WP_014623453.1	WP_012677397.1
OG0001193	protein_3	WP_014623453.1	WP_043041094.1
OG0001194	protein_3	WP_014623456.1	WP_012516273.1
OG0001194	protein_2	WP_014623456.1	WP_012516273.1
OG0001195	protein_2	WP_014623457.1	WP_043053403.1
OG0001195	protein_3	WP_014623457.1	WP_043026540.1
OG0001196	protein_3	WP_014623462.1	WP_042671297.1
OG0001196	protein_2	WP_014623462.1	WP_043030145.1
OG0001197	protein_2	WP_014623463.1	WP_111678545.1
OG0001197	protein_3	WP_014623463.1	WP_154804370.1
OG0001198	protein_3	WP_014623464.1	WP_043026548.1
OG0001198	protein_2	WP_014623464.1	WP_196819673.1
OG0001199	protein_3	WP_014623465.1	WP_021321130.1
OG0001199	protein_2	WP_014623465.1	WP_111678549.1
OG0001200	protein_2	WP_014623466.1	WP_111678551.1
OG0001200	protein_3	WP_014623466.1	WP_154804369.1
OG0001201	protein_3	WP_014623469.1	WP_154804365.1
OG0001201	protein_2	WP_014623469.1	WP_206158734.1
OG0001202	protein_2	WP_014623470.1	WP_012516290.1
OG0001202	protein_3	WP_014623470.1	WP_042357214.1
OG0001203	protein_2	WP_014623472.1	WP_012677379.1
OG0001203	protein_3	WP_014623472.1	WP_154804364.1
OG0001204	protein_2	WP_014623473.1	WP_206158735.1
OG0001204	protein_3	WP_014623473.1	WP_154804363.1
OG0001205	protein_3	WP_014623474.1	WP_154804362.1
OG0001205	protein_2	WP_014623474.1	WP_012516295.1
OG0001206	protein_3	WP_014623477.1	WP_043052355.1
OG0001206	protein_2	WP_014623477.1	WP_111678563.1
OG0001207	protein_3	WP_014623480.1	WP_154804157.1
OG0001207	protein_2	WP_014623480.1	WP_111710240.1
OG0001208	protein_2	WP_014623481.1	WP_111710239.1
OG0001208	protein_3	WP_014623481.1	WP_154804158.1
OG0001209	protein_3	WP_014623496.1, WP_038674104.1	WP_043039296.1
OG0001210	protein_2	WP_014623499.1	WP_206158950.1
OG0001210	protein_3	WP_014623499.1	WP_154804159.1
OG0001211	protein_3	WP_014623510.1	WP_014623510.1
OG0001211	protein_2	WP_014623510.1	WP_014623510.1
OG0001212	protein_3	WP_014623511.1	WP_043053414.1
OG0001212	protein_2	WP_014623511.1	WP_111678567.1
OG0001213	protein_3	WP_014623515.1	WP_154804360.1
OG0001213	protein_2	WP_014623515.1	WP_111678571.1
OG0001214	protein_3	WP_014623517.1	WP_043052360.1
OG0001214	protein_2	WP_014623517.1	WP_111678575.1
OG0001215	protein_3	WP_014623518.1	WP_154804359.1
OG0001215	protein_2	WP_014623518.1	WP_111678577.1
OG0001216	protein_3	WP_014623519.1	WP_012677362.1
OG0001216	protein_2	WP_014623519.1	WP_111678579.1
OG0001217	protein_3	WP_014623521.1	WP_012677361.1
OG0001217	protein_2	WP_014623521.1	WP_111678581.1
OG0001218	protein_2	WP_014623524.1	WP_111678587.1
OG0001218	protein_3	WP_014623524.1	WP_154804358.1
OG0001219	protein_2	WP_014623526.1	WP_111678589.1
OG0001219	protein_3	WP_014623526.1	WP_154804356.1
OG0001220	protein_2	WP_014623528.1	WP_043041129.1
OG0001220	protein_3	WP_014623528.1	WP_014623528.1
OG0001221	protein_3	WP_014623529.1	WP_154804355.1
OG0001221	protein_2	WP_014623529.1	WP_043041131.1
OG0001222	protein_3	WP_014623530.1	WP_012516320.1
OG0001222	protein_2	WP_014623530.1	WP_111678591.1
OG0001223	protein_2	WP_014623531.1	WP_111678593.1
OG0001223	protein_3	WP_014623531.1	WP_154804354.1
OG0001224	protein_3	WP_014623532.1	WP_154804353.1
OG0001224	protein_2	WP_014623532.1	WP_037579560.1
OG0001225	protein_3	WP_014623533.1	WP_154804352.1
OG0001225	protein_2	WP_014623533.1	WP_037579558.1
OG0001226	protein_3	WP_014623545.1	WP_012677345.1
OG0001226	protein_2	WP_014623545.1	WP_015057290.1
OG0001227	protein_3	WP_014623547.1	WP_154804336.1
OG0001227	protein_2	WP_014623547.1	WP_111678619.1
OG0001228	protein_2	WP_014623550.1	WP_037579539.1
OG0001228	protein_3	WP_014623550.1	WP_154804332.1
OG0001229	protein_3	WP_014623551.1	WP_111690442.1
OG0001229	protein_2	WP_014623551.1	WP_111678625.1
OG0001230	protein_2	WP_014623554.1	WP_206158745.1
OG0001230	protein_3	WP_014623554.1	WP_154804330.1
OG0001231	protein_3	WP_014623557.1	WP_111710844.1
OG0001231	protein_2	WP_014623557.1	WP_206158747.1
OG0001232	protein_2	WP_014623558.1	WP_206158748.1
OG0001232	protein_3	WP_014623558.1	WP_015898573.1
OG0001233	protein_2	WP_014623560.1	WP_206158750.1
OG0001233	protein_3	WP_014623560.1	WP_014623560.1
OG0001234	protein_3	WP_014623561.1	WP_154804328.1
OG0001234	protein_2	WP_014623561.1	WP_043026658.1
OG0001235	protein_2	WP_014623562.1	WP_206158751.1
OG0001235	protein_3	WP_014623562.1	WP_012677325.1
OG0001236	protein_2	WP_014623563.1	WP_111678641.1
OG0001236	protein_3	WP_014623563.1	WP_015898577.1
OG0001237	protein_2	WP_014623568.1	WP_206158754.1
OG0001237	protein_3	WP_014623568.1	WP_154804326.1
OG0001238	protein_2	WP_014623569.1	WP_206158755.1
OG0001238	protein_3	WP_014623569.1	WP_154804325.1
OG0001239	protein_3	WP_014623572.1	WP_012516357.1
OG0001239	protein_2	WP_014623572.1	WP_043031512.1
OG0001240	protein_2	WP_014623573.1	WP_206158759.1
OG0001240	protein_3	WP_014623573.1	WP_015898586.1
OG0001241	protein_3	WP_014623578.1	WP_043030196.1
OG0001241	protein_2	WP_014623578.1	WP_206158762.1
OG0001242	protein_2	WP_014623579.1	WP_206158763.1
OG0001242	protein_3	WP_014623579.1	WP_043039476.1
OG0001243	protein_2	WP_014623582.1	WP_196819687.1
OG0001243	protein_3	WP_014623582.1	WP_154804319.1
OG0001244	protein_2	WP_014623583.1	WP_012516370.1
OG0001244	protein_3	WP_014623583.1	WP_012516370.1
OG0001245	protein_2	WP_014623584.1	WP_196819688.1
OG0001245	protein_3	WP_014623584.1	WP_154804318.1
OG0001246	protein_2	WP_014623586.1	WP_043039480.1
OG0001246	protein_3	WP_014623586.1	WP_043039480.1
OG0001247	protein_2	WP_014623592.1	WP_138083084.1
OG0001247	protein_3	WP_014623592.1	WP_043041180.1
OG0001248	protein_2	WP_014623593.1	WP_043030210.1
OG0001248	protein_3	WP_014623593.1	WP_154804313.1
OG0001249	protein_2	WP_014623596.1	WP_043041183.1
OG0001249	protein_3	WP_014623596.1	WP_043053470.1
OG0001250	protein_3	WP_014623597.1	WP_043039496.1
OG0001250	protein_2	WP_014623597.1	WP_111690472.1
OG0001251	protein_2	WP_014623598.1	WP_196819694.1
OG0001251	protein_3	WP_014623598.1	WP_154804312.1
OG0001252	protein_2	WP_014623599.1	WP_196819695.1
OG0001252	protein_3	WP_014623599.1	WP_021321196.1
OG0001253	protein_2	WP_014623600.1	WP_014623600.1
OG0001253	protein_3	WP_014623600.1	WP_012516387.1
OG0001254	protein_3	WP_014623601.1	WP_111692821.1
OG0001254	protein_2	WP_014623601.1	WP_196819696.1
OG0001255	protein_3	WP_014623604.1	WP_021321198.1
OG0001255	protein_2	WP_014623604.1	WP_042671390.1
OG0001256	protein_2	WP_014623606.1	WP_206158767.1
OG0001256	protein_3	WP_014623606.1	WP_043030216.1
OG0001257	protein_2	WP_014623608.1	WP_206158771.1
OG0001257	protein_3	WP_014623608.1	WP_154804306.1
OG0001258	protein_2	WP_014623610.1	WP_206158773.1
OG0001258	protein_3	WP_014623610.1	WP_232013913.1
OG0001259	protein_3	WP_014623611.1	WP_154804307.1
OG0001259	protein_2	WP_014623611.1	WP_206158774.1
OG0001260	protein_2	WP_014623612.1	WP_206158775.1
OG0001260	protein_3	WP_014623612.1	WP_041785768.1
OG0001261	protein_3	WP_014623613.1	WP_043039555.1
OG0001261	protein_2	WP_014623613.1	WP_037579450.1
OG0001262	protein_3	WP_014623615.1	WP_043053483.1
OG0001262	protein_2	WP_014623615.1	WP_014623615.1
OG0001263	protein_2	WP_014623617.1	WP_206158777.1
OG0001263	protein_3	WP_014623617.1	WP_154804305.1
OG0001264	protein_2	WP_014623618.1	WP_012678666.1
OG0001264	protein_3	WP_014623618.1	WP_012678666.1
OG0001265	protein_2	WP_014623619.1	WP_206158778.1
OG0001265	protein_3	WP_014623619.1	WP_037579437.1
OG0001266	protein_3	WP_014623620.1	WP_154804304.1
OG0001266	protein_2	WP_014623620.1	WP_154804304.1
OG0001267	protein_2	WP_014623625.1	WP_206158780.1
OG0001267	protein_3	WP_014623625.1	WP_014623625.1
OG0001268	protein_2	WP_014623626.1	WP_012516420.1
OG0001268	protein_3	WP_014623626.1	WP_012678673.1
OG0001269	protein_2	WP_014623627.1	WP_249093247.1
OG0001269	protein_3	WP_014623627.1	WP_154804303.1
OG0001270	protein_2	WP_014623629.1	WP_206158781.1
OG0001270	protein_3	WP_014623629.1	WP_138119888.1
OG0001271	protein_2	WP_014623630.1	WP_043031581.1
OG0001271	protein_3	WP_014623630.1	WP_154804302.1
OG0001272	protein_2	WP_014623631.1	WP_206158782.1
OG0001272	protein_3	WP_014623631.1	WP_012678677.1
OG0001273	protein_3	WP_014623633.1	WP_154804301.1
OG0001273	protein_2	WP_014623633.1	WP_111678726.1
OG0001274	protein_3	WP_014623634.1	WP_014623634.1
OG0001274	protein_2	WP_014623634.1	WP_043031585.1
OG0001275	protein_2	WP_014623635.1	WP_206158785.1
OG0001275	protein_3	WP_014623635.1	WP_154804300.1
OG0001276	protein_3	WP_014623636.1	WP_154804299.1
OG0001276	protein_2	WP_014623636.1	WP_206158786.1
OG0001277	protein_2	WP_014623641.1	WP_206158788.1
OG0001277	protein_3	WP_014623641.1	WP_043039523.1
OG0001278	protein_3	WP_014623644.1	WP_012678694.1
OG0001278	protein_2	WP_014623644.1	WP_115251409.1
OG0001279	protein_2	WP_014623646.1	WP_115251411.1
OG0001279	protein_3	WP_014623646.1	WP_154804296.1
OG0001280	protein_3	WP_014623648.1	WP_154804294.1
OG0001280	protein_2	WP_014623648.1	WP_014623648.1
OG0001281	protein_2	WP_014623650.1	WP_206158792.1
OG0001281	protein_3	WP_014623650.1	WP_154804293.1
OG0001282	protein_2	WP_014623651.1	WP_206158793.1
OG0001282	protein_3	WP_014623651.1	WP_154804292.1
OG0001283	protein_2	WP_014623653.1	WP_115251416.1
OG0001283	protein_3	WP_014623653.1	WP_012516457.1
OG0001284	protein_3	WP_014623654.1	WP_043053502.1
OG0001284	protein_2	WP_014623654.1	WP_206158796.1
OG0001285	protein_2	WP_014623655.1	WP_206158799.1
OG0001285	protein_3	WP_014623655.1	WP_154804289.1
OG0001286	protein_2	WP_014623656.1	WP_206158801.1
OG0001286	protein_3	WP_014623656.1	WP_154804288.1
OG0001287	protein_3	WP_014623659.1	WP_111710899.1
OG0001287	protein_2	WP_014623659.1	WP_115251423.1
OG0001288	protein_3	WP_014623660.1	WP_154804286.1
OG0001288	protein_2	WP_014623660.1	WP_206158807.1
OG0001289	protein_2	WP_014623665.1	WP_206158816.1
OG0001289	protein_3	WP_014623665.1	WP_154804281.1
OG0001290	protein_2	WP_014623666.1	WP_037579716.1
OG0001290	protein_3	WP_014623666.1	WP_154804280.1
OG0001291	protein_3	WP_014623667.1	WP_154804279.1
OG0001291	protein_2	WP_014623667.1	WP_206158818.1
OG0001292	protein_2	WP_014623669.1	WP_172454094.1
OG0001292	protein_3	WP_014623669.1	WP_015898693.1
OG0001293	protein_2	WP_014623670.1	WP_206158821.1
OG0001293	protein_3	WP_014623670.1	WP_111690517.1
OG0001294	protein_2	WP_014623672.1	WP_206158825.1
OG0001294	protein_3	WP_014623672.1	WP_154804274.1
OG0001295	protein_3	WP_014623673.1	WP_172954526.1
OG0001295	protein_2	WP_014623673.1	WP_043041253.1
OG0001296	protein_2	WP_014623674.1	WP_206158827.1
OG0001296	protein_3	WP_014623674.1	WP_154804273.1
OG0001297	protein_2	WP_014623675.1	WP_012516494.1
OG0001297	protein_3	WP_014623675.1	WP_014623675.1
OG0001298	protein_2	WP_014623676.1	WP_206158828.1
OG0001298	protein_3	WP_014623676.1	WP_154804272.1
OG0001299	protein_2	WP_014623677.1	WP_037579670.1
OG0001299	protein_3	WP_014623677.1	WP_154804271.1
OG0001300	protein_3	WP_014623678.1	WP_154804269.1
OG0001300	protein_2	WP_014623678.1	WP_206158832.1
OG0001301	protein_2	WP_014623679.1	WP_206158834.1
OG0001301	protein_3	WP_014623679.1	WP_012678733.1
OG0001302	protein_2	WP_014623680.1	WP_206158836.1
OG0001302	protein_3	WP_014623680.1	WP_012678734.1
OG0001303	protein_2	WP_014623681.1	WP_014623681.1
OG0001303	protein_3	WP_014623681.1	WP_043053521.1
OG0001304	protein_3	WP_014623682.1	WP_043983146.1
OG0001304	protein_2	WP_014623682.1	WP_206158838.1
OG0001305	protein_2	WP_014623683.1	WP_206158840.1
OG0001305	protein_3	WP_014623683.1	WP_154804268.1
OG0001306	protein_3	WP_014623685.1	WP_111692887.1
OG0001306	protein_2	WP_014623685.1	WP_206158841.1
OG0001307	protein_3	WP_014623689.1	WP_012516513.1
OG0001307	protein_2	WP_014623689.1	WP_012516513.1
OG0001308	protein_3	WP_014623690.1	WP_111678801.1
OG0001308	protein_2	WP_014623690.1	WP_111678801.1
OG0001309	protein_2	WP_014623691.1	WP_206158848.1
OG0001309	protein_3	WP_014623691.1	WP_154804263.1
OG0001310	protein_2	WP_014623692.1	WP_206158849.1
OG0001310	protein_3	WP_014623692.1	WP_154804262.1
OG0001311	protein_2	WP_014623696.1	WP_206158851.1
OG0001311	protein_3	WP_014623696.1	WP_012516520.1
OG0001312	protein_3	WP_014623697.1	WP_012678752.1
OG0001312	protein_2	WP_014623697.1	WP_111690534.1
OG0001313	protein_3	WP_015898660.1	WP_012678687.1
OG0001313	protein_2	WP_015898660.1	WP_015898660.1
OG0001314	protein_2	WP_021320338.1	WP_043038497.1
OG0001314	protein_3	WP_021320338.1	WP_021320338.1
OG0001315	protein_2	WP_021320355.1	WP_115250579.1
OG0001315	protein_3	WP_021320355.1	WP_012678534.1
OG0001316	protein_2	WP_021320447.1	WP_269205574.1
OG0001316	protein_3	WP_021320447.1	WP_269205574.1
OG0001317	protein_2	WP_021320451.1	WP_206156386.1
OG0001317	protein_3	WP_021320451.1	WP_021320451.1
OG0001318	protein_3	WP_021320463.1	WP_021320463.1
OG0001318	protein_2	WP_021320463.1	WP_021320463.1
OG0001319	protein_3	WP_021320464.1	WP_021320464.1
OG0001319	protein_2	WP_021320464.1	WP_021320464.1
OG0001320	protein_2	WP_021320513.1	WP_111710439.1
OG0001320	protein_3	WP_021320513.1	WP_138118959.1
OG0001321	protein_3	WP_021320519.1	WP_154804035.1
OG0001321	protein_2	WP_021320519.1	WP_206156348.1
OG0001322	protein_3	WP_021320597.1	WP_154803961.1
OG0001322	protein_2	WP_021320597.1	WP_154298852.1
OG0001323	protein_3	WP_021320625.1	WP_021320625.1
OG0001323	protein_2	WP_021320625.1	WP_021320625.1
OG0001324	protein_2	WP_021320627.1	WP_111690046.1
OG0001324	protein_3	WP_021320627.1	WP_154803944.1
OG0001325	protein_2	WP_021320639.1	WP_012678117.1
OG0001325	protein_3	WP_021320639.1	WP_021320639.1
OG0001326	protein_3	WP_021320686.1	WP_232013954.1
OG0001326	protein_2	WP_021320686.1	WP_231148175.1
OG0001327	protein_3	WP_021320695.1	WP_021320695.1
OG0001327	protein_2	WP_021320695.1	WP_021320695.1
OG0001328	protein_2	WP_021320787.1	WP_206158639.1
OG0001328	protein_3	WP_021320787.1	WP_154803843.1
OG0001329	protein_3	WP_021320874.1	WP_154803790.1
OG0001329	protein_2	WP_021320874.1	WP_043025999.1
OG0001330	protein_3	WP_021321114.1	WP_041790317.1
OG0001330	protein_2	WP_021321114.1	WP_037579917.1
OG0001331	protein_2	WP_021321207.1	WP_206158779.1
OG0001331	protein_3	WP_021321207.1	WP_012678669.1
OG0001332	protein_3	WP_024273159.1	WP_024273159.1
OG0001332	protein_2	WP_024273159.1	WP_024273159.1
OG0001333	protein_3	WP_037578643.1	WP_037578643.1
OG0001333	protein_2	WP_037578643.1	WP_206159040.1
OG0001334	protein_3	WP_037578741.1	WP_043029597.1
OG0001334	protein_2	WP_037578741.1	WP_043029597.1
OG0001335	protein_3	WP_037578927.1	WP_012515291.1
OG0001335	protein_2	WP_037578927.1	WP_206156344.1
OG0001336	protein_2	WP_037579096.1	WP_021320511.1
OG0001336	protein_3	WP_037579096.1	WP_043038773.1
OG0001337	protein_3	WP_037579971.1	WP_037579971.1
OG0001337	protein_2	WP_037579971.1	WP_037579971.1
OG0001338	protein_2	WP_037580100.1	WP_012679088.1
OG0001338	protein_3	WP_037580100.1	WP_012515069.1
OG0001339	protein_3	WP_037580974.1	WP_037580974.1
OG0001339	protein_2	WP_037580974.1	WP_037580974.1
OG0001340	protein_2	WP_037581536.1	WP_037581536.1
OG0001340	protein_3	WP_037581536.1	WP_012677593.1
OG0001341	protein_3	WP_037581741.1	WP_154803727.1
OG0001341	protein_2	WP_037581741.1	WP_043039145.1
OG0001342	protein_3	WP_037581977.1	WP_037581977.1
OG0001342	protein_2	WP_037581977.1	WP_037581977.1
OG0001343	protein_3	WP_037583955.1	WP_012514799.1
OG0001343	protein_2	WP_037583955.1	WP_012514799.1
OG0001344	protein_3	WP_037584074.1	WP_172954540.1
OG0001344	protein_2	WP_037584074.1	WP_164335069.1
OG0001345	protein_3	WP_037584115.1	WP_043030677.1
OG0001345	protein_2	WP_037584115.1	WP_012678130.1
OG0001346	protein_3	WP_038673942.1	WP_043052359.1
OG0001346	protein_2	WP_038673942.1	WP_111678573.1
OG0001347	protein_3	WP_038673946.1	WP_012680108.1
OG0001347	protein_2	WP_038673946.1	WP_012677368.1
OG0001348	protein_3	WP_038673952.1	WP_154804161.1
OG0001348	protein_2	WP_038673952.1	WP_111710919.1
OG0001349	protein_3	WP_038673969.1	WP_154804164.1, WP_154803570.1
OG0001350	protein_2	WP_038673978.1	WP_111678554.1
OG0001350	protein_3	WP_038673978.1	WP_154804367.1
OG0001351	protein_3	WP_038673980.1	WP_154804368.1
OG0001351	protein_2	WP_038673980.1	WP_111678553.1
OG0001352	protein_2	WP_038673984.1	WP_037579990.1
OG0001352	protein_3	WP_038673984.1	WP_043041096.1
OG0001353	protein_2	WP_038673987.1	WP_111678531.1
OG0001353	protein_3	WP_038673987.1	WP_154803552.1
OG0001354	protein_3	WP_038673989.1	WP_038673989.1
OG0001354	protein_2	WP_038673989.1	WP_111678527.1
OG0001355	protein_3	WP_038673995.1	WP_172954501.1
OG0001355	protein_2	WP_038673995.1	WP_206158731.1
OG0001356	protein_2	WP_038673998.1	WP_111678508.1
OG0001356	protein_3	WP_038673998.1	WP_043041082.1
OG0001357	protein_3	WP_038674003.1	WP_037579894.1
OG0001357	protein_2	WP_038674003.1	WP_111678495.1
OG0001358	protein_3	WP_038674006.1	WP_111690390.1
OG0001358	protein_2	WP_038674006.1	WP_111678487.1
OG0001359	protein_3	WP_038674011.1	WP_154803578.1
OG0001359	protein_2	WP_038674011.1	WP_111678473.1
OG0001360	protein_2	WP_038674013.1	WP_111678465.1
OG0001360	protein_3	WP_038674013.1	WP_154803581.1
OG0001361	protein_3	WP_038674015.1	WP_012677455.1
OG0001361	protein_2	WP_038674015.1	WP_012677455.1
OG0001362	protein_3	WP_038674020.1	WP_012677460.1
OG0001362	protein_2	WP_038674020.1	WP_206158726.1
OG0001363	protein_2	WP_038674028.1	WP_282707514.1
OG0001363	protein_3	WP_038674028.1	WP_154803597.1
OG0001364	protein_3	WP_038674032.1	WP_043030088.1
OG0001364	protein_2	WP_038674032.1	WP_206158722.1
OG0001365	protein_2	WP_038674033.1	WP_111678401.1
OG0001365	protein_3	WP_038674033.1	WP_138120029.1
OG0001366	protein_3	WP_038674035.1	WP_043030086.1
OG0001366	protein_2	WP_038674035.1	WP_206158721.1
OG0001367	protein_2	WP_038674037.1	WP_012677489.1
OG0001367	protein_3	WP_038674037.1	WP_038674037.1
OG0001368	protein_2	WP_038674039.1	WP_111678391.1
OG0001368	protein_3	WP_038674039.1	WP_042671184.1
OG0001369	protein_2	WP_038674046.1	WP_111678377.1
OG0001369	protein_3	WP_038674046.1	WP_154803606.1
OG0001370	protein_2	WP_038674051.1	WP_111678353.1
OG0001370	protein_3	WP_038674051.1	WP_043030068.1
OG0001371	protein_3	WP_038674052.1	WP_038674052.1
OG0001371	protein_2	WP_038674052.1	WP_111678351.1
OG0001372	protein_2	WP_038674057.1	WP_111678345.1
OG0001372	protein_3	WP_038674057.1	WP_154803613.1
OG0001373	protein_3	WP_038674059.1	WP_154803615.1
OG0001373	protein_2	WP_038674059.1	WP_229297300.1
OG0001374	protein_3	WP_038674062.1	WP_111690338.1
OG0001374	protein_2	WP_038674062.1	WP_043031274.1
OG0001375	protein_2	WP_038674064.1	WP_231151224.1
OG0001375	protein_3	WP_038674064.1	WP_154803618.1
OG0001376	protein_2	WP_038674069.1	WP_111678333.1
OG0001376	protein_3	WP_038674069.1	WP_154803619.1
OG0001377	protein_2	WP_038674072.1	WP_206158715.1
OG0001377	protein_3	WP_038674072.1	WP_172954502.1
OG0001378	protein_2	WP_038674074.1	WP_206158710.1
OG0001378	protein_3	WP_038674074.1	WP_043039249.1
OG0001379	protein_2	WP_038674079.1	WP_138119638.1
OG0001379	protein_3	WP_038674079.1	WP_043026362.1
OG0001380	protein_3	WP_038674092.1	WP_154803639.1
OG0001380	protein_2	WP_038674092.1	WP_138119609.1
OG0001381	protein_2	WP_038674112.1, WP_038674130.1	WP_138119587.1
OG0001382	protein_3	WP_038674125.1	WP_012516015.1
OG0001382	protein_2	WP_038674125.1	WP_012516015.1
OG0001383	protein_2	WP_038674132.1	WP_138119585.1
OG0001383	protein_3	WP_038674132.1	WP_038674132.1
OG0001384	protein_2	WP_038674134.1	WP_206158694.1
OG0001384	protein_3	WP_038674134.1	WP_154803656.1
OG0001385	protein_3	WP_038674136.1	WP_154803658.1
OG0001385	protein_2	WP_038674136.1	WP_138119577.1
OG0001386	protein_3	WP_038674138.1	WP_042670959.1
OG0001386	protein_2	WP_038674138.1	WP_012677624.1
OG0001387	protein_2	WP_038674148.1	WP_043039156.1
OG0001387	protein_3	WP_038674148.1	WP_154803718.1
OG0001388	protein_3	WP_038674154.1	WP_042670921.1
OG0001388	protein_2	WP_038674154.1	WP_012515955.1
OG0001389	protein_2	WP_038674165.1	WP_043039119.1
OG0001389	protein_3	WP_038674165.1	WP_037581826.1
OG0001390	protein_3	WP_038674170.1	WP_043040796.1
OG0001390	protein_2	WP_038674170.1	WP_043029881.1
OG0001391	protein_2	WP_038674174.1	WP_043026077.1
OG0001391	protein_3	WP_038674174.1	WP_154804381.1
OG0001392	protein_2	WP_038674176.1	WP_206158682.1
OG0001392	protein_3	WP_038674176.1	WP_154804382.1
OG0001393	protein_2	WP_038674184.1	WP_206152455.1
OG0001393	protein_3	WP_038674184.1	WP_154803756.1
OG0001394	protein_2	WP_038674185.1	WP_206152457.1
OG0001394	protein_3	WP_038674185.1	WP_154803758.1
OG0001395	protein_2	WP_038674190.1	WP_043030990.1
OG0001395	protein_3	WP_038674190.1	WP_154803762.1
OG0001396	protein_3	WP_038674195.1	WP_154803764.1
OG0001396	protein_2	WP_038674195.1	WP_206158679.1
OG0001397	protein_3	WP_038674199.1	WP_154803772.1
OG0001397	protein_2	WP_038674199.1	WP_206158677.1
OG0001398	protein_2	WP_038674202.1	WP_206152553.1
OG0001398	protein_3	WP_038674202.1	WP_172954508.1
OG0001399	protein_2	WP_038674204.1	WP_206152472.1
OG0001399	protein_3	WP_038674204.1	WP_043983371.1
OG0001400	protein_3	WP_038674206.1	WP_043029850.1
OG0001400	protein_2	WP_038674206.1	WP_206158674.1
OG0001401	protein_2	WP_038674215.1	WP_012677798.1
OG0001401	protein_3	WP_038674215.1	WP_012677798.1
OG0001402	protein_3	WP_038674228.1	WP_154803802.1
OG0001402	protein_2	WP_038674228.1	WP_012515764.1
OG0001403	protein_2	WP_038674231.1	WP_228274888.1
OG0001403	protein_3	WP_038674231.1	WP_232013939.1
OG0001404	protein_3	WP_038674233.1	WP_154804386.1
OG0001404	protein_2	WP_038674233.1	WP_037580818.1
